id,timestamp,full_sq,life_sq,floor,max_floor,material,build_year,num_room,kitch_sq,apartment condition,sub_area,price
55040,2014-12-16,52,30.0,12.0,14.0,1.0,1992.0,2.0,8.0,2.0,60,6883640.0
30060,2014-08-31,40,40.0,9.0,22.0,1.0,0.0,1.0,0.0,1.0,103,4208548.9774400005
20628,2014-09-17,44,29.0,4.0,9.0,1.0,1977.0,2.0,5.0,3.0,79,5506912.0
78329,2015-03-10,44,44.0,11.0,17.0,2.0,,1.0,7.0,,102,4899176.48024
54059,2014-10-15,32,21.0,1.0,9.0,5.0,1963.0,1.0,5.0,2.0,116,801741.6
49833,2014-12-29,56,,2.0,19.0,1.0,,2.0,0.0,,70,8612745.5808
70757,2015-03-12,88,56.0,7.0,7.0,2.0,1958.0,3.0,12.0,2.0,107,2429520.0
36872,2015-04-08,93,51.0,7.0,12.0,4.0,2007.0,3.0,11.0,4.0,51,13929248.0
45889,2012-08-08,36,19.0,14.0,,,,,,,15,4454120.0
86397,2012-11-13,63,,17.0,,,,,,,103,3850378.6111199996
77646,2014-04-04,48,42.0,15.0,25.0,1.0,2015.0,1.0,1.0,1.0,72,4320496.4
54466,2015-05-05,53,30.0,5.0,12.0,1.0,1977.0,2.0,8.0,2.0,9,6397736.0
39007,2013-12-25,38,19.0,15.0,17.0,1.0,1994.0,1.0,8.0,3.0,38,4859040.0
84783,2015-02-22,61,39.0,3.0,14.0,1.0,1985.0,3.0,7.0,3.0,13,7855448.0
82312,2014-07-19,40,,14.0,17.0,1.0,,1.0,0.0,,72,3757657.6
80369,2014-05-08,39,21.0,8.0,12.0,1.0,1983.0,1.0,8.0,3.0,10,4494612.0
78605,2012-11-21,74,,12.0,,,,,,,86,4171342.49832
72867,2014-07-12,51,,8.0,0.0,1.0,,1.0,0.0,,102,3570098.6560000004
78571,2012-01-08,45,29.0,,,,,,,,19,4616088.0
44902,2012-05-17,38,19.0,21.0,,,,,,,48,3644280.0
51576,2013-07-24,37,,13.0,,,,,,,134,5558741.76
53699,2014-08-27,85,51.0,2.0,10.0,2.0,1955.0,3.0,7.0,,123,11985632.0
50911,2014-03-06,37,19.0,10.0,16.0,1.0,1994.0,1.0,9.0,2.0,83,4575596.0
92576,2013-10-29,46,,5.0,0.0,1.0,,1.0,0.0,,102,3851168.2051199996
51663,2013-05-23,27,,19.0,,,,,,,102,2356958.336
32291,2013-06-21,45,29.0,5.0,,,,,,,110,5021008.0
95067,2014-05-23,77,47.0,16.0,33.0,4.0,2012.0,3.0,6.0,3.0,69,9591744.96
96780,2014-12-13,58,41.0,8.0,9.0,1.0,1971.0,3.0,6.0,2.0,18,4859040.0
53662,2012-04-27,32,17.0,12.0,,,,,,,30,5101992.0
81079,2013-11-22,35,19.0,9.0,12.0,1.0,1968.0,1.0,9.0,3.0,118,5037204.8
97567,2012-01-16,38,37.0,14.0,,,,,,,49,5992816.0
59772,2013-12-29,36,18.0,6.0,16.0,1.0,2007.0,1.0,8.0,3.0,134,4494612.0
42158,2014-04-19,84,80.0,12.0,17.0,1.0,2010.0,3.0,9.0,2.0,72,890824.0
88776,2014-08-31,54,32.0,5.0,17.0,1.0,2007.0,2.0,9.0,3.0,54,7855448.0
39114,2014-09-28,56,29.0,11.0,1.0,1.0,,2.0,7.0,,105,4859574.4944
41245,2014-03-27,42,27.0,1.0,5.0,2.0,1964.0,2.0,5.0,,129,9718080.0
20619,2015-04-08,59,43.0,1.0,4.0,2.0,1926.0,2.0,2.0,4.0,107,10284968.0
48842,2014-01-08,42,28.0,8.0,9.0,1.0,1969.0,2.0,6.0,2.0,83,5749864.0
88644,2015-07-30,64,,4.0,17.0,1.0,,2.0,1.0,1.0,94,5197756.38984
76698,2013-05-31,63,,15.0,,,,,,,72,4283104.4675199995
84682,2013-08-19,58,32.0,13.0,22.0,1.0,2002.0,2.0,10.0,4.0,67,9394144.0
21856,2013-11-27,56,32.0,7.0,17.0,1.0,1992.0,2.0,10.0,4.0,48,890824.0
94595,2013-10-12,51,30.0,12.0,12.0,1.0,1977.0,2.0,10.0,2.0,79,5790356.0
99525,2013-01-22,137,52.0,1.0,,,,,,,65,16196800.0
43648,2014-07-19,55,32.0,2.0,21.0,6.0,2011.0,2.0,9.0,3.0,35,809840.0
11872,2015-04-04,50,28.0,3.0,4.0,2.0,1952.0,2.0,7.0,2.0,134,7288560.0
85550,2014-08-13,55,34.0,8.0,8.0,2.0,1958.0,2.0,8.0,3.0,131,10123000.0
76847,2012-04-01,38,20.0,5.0,,,,,,,126,801741.6
28507,2013-04-30,35,20.0,4.0,,,,,,,61,2429520.0
36014,2013-07-14,114,69.0,13.0,18.0,4.0,2000.0,3.0,16.0,,30,23080440.0
58127,2015-06-15,47,46.0,9.0,9.0,2.0,,2.0,1.0,,87,3141616.3612
77749,2014-05-06,50,29.0,1.0,9.0,1.0,1967.0,2.0,6.0,,116,5425928.0
95522,2014-10-22,39,23.0,10.0,12.0,5.0,1969.0,2.0,6.0,2.0,75,1619680.0
85778,2014-11-11,60,,6.0,17.0,1.0,,2.0,1.0,1.0,129,5288417.1680000005
53878,2014-03-21,40,,17.0,17.0,1.0,,1.0,1.0,,103,3649106.6464
74823,2013-06-12,63,30.0,17.0,,,,,,,105,4610127.5776
10309,2013-10-21,57,29.0,3.0,16.0,1.0,2001.0,2.0,9.0,2.0,52,8017416.0
96734,2014-04-29,39,20.0,1.0,12.0,1.0,1980.0,1.0,8.0,3.0,126,5142484.0
24255,2014-08-24,62,62.0,21.0,24.0,4.0,0.0,2.0,0.0,1.0,103,6066636.9652
88553,2014-03-01,45,42.0,17.0,17.0,1.0,2015.0,1.0,1.0,2.0,109,6154362.8832
44135,2014-07-14,43,28.0,3.0,5.0,2.0,1964.0,2.0,5.0,3.0,110,4599891.2
50825,2013-11-29,118,71.0,15.0,17.0,1.0,2001.0,4.0,10.0,3.0,54,17735496.0
22495,2013-07-27,58,30.0,15.0,,,,,,,85,4570770.9732800005
81183,2014-03-01,52,34.0,6.0,9.0,1.0,1972.0,3.0,6.0,2.0,36,5425928.0
45654,2014-08-10,51,30.0,7.0,12.0,1.0,2006.0,2.0,9.0,3.0,45,6316752.0
32301,2014-03-08,46,46.0,2.0,4.0,4.0,2014.0,1.0,1.0,1.0,134,3505682.3627199996
17529,2014-12-03,34,,2.0,0.0,1.0,,1.0,0.0,,96,2069505.628
43246,2015-02-02,58,35.0,2.0,8.0,2.0,1959.0,2.0,9.0,2.0,53,8584304.0
63606,2012-11-11,32,18.0,7.0,,,,,,,80,3887232.0
71799,2014-12-27,44,30.0,2.0,5.0,1.0,1964.0,2.0,5.0,3.0,15,809840.0
71886,2012-08-02,37,19.0,9.0,,,,,,,69,5126287.2
92376,2014-03-22,51,34.0,9.0,9.0,1.0,1977.0,3.0,6.0,,37,6940328.8
43114,2014-02-08,35,19.0,6.0,12.0,1.0,1971.0,1.0,10.0,3.0,78,4048390.16
67304,2013-11-12,30,18.0,3.0,5.0,2.0,1964.0,1.0,5.0,2.0,31,4761859.2
97940,2013-12-09,37,,2.0,1.0,1.0,,1.0,1.0,1.0,143,2666047.53928
78187,2014-01-31,36,21.0,5.0,9.0,1.0,1970.0,1.0,6.0,2.0,27,4089692.0
70507,2014-11-08,58,42.0,5.0,9.0,1.0,1973.0,3.0,6.0,3.0,17,6721672.0
73083,2015-01-02,62,,9.0,17.0,1.0,,2.0,1.0,1.0,134,5306071.68
47028,2013-03-01,60,30.0,,,,,,,,105,4022766.8224
30817,2012-06-17,35,19.0,3.0,,,,,,,123,4535104.0
64459,2013-09-01,103,103.0,13.0,,,,,,,94,6638647.2032
83174,2013-11-30,90,66.0,5.0,5.0,2.0,1928.0,4.0,7.0,3.0,134,26319800.0
61615,2013-08-27,44,27.0,9.0,9.0,1.0,,2.0,6.0,,16,6843148.0
43456,2013-05-20,38,20.0,2.0,,,,,,,70,4940024.0
34939,2015-04-20,41,20.0,4.0,14.0,1.0,1990.0,1.0,8.0,2.0,110,5425928.0
80250,2014-08-11,37,22.0,1.0,9.0,5.0,1963.0,2.0,7.0,2.0,52,4575596.0
70551,2013-08-22,47,19.0,15.0,23.0,4.0,2005.0,1.0,12.0,3.0,67,6964624.0
50001,2013-10-06,40,,7.0,17.0,1.0,0.0,1.0,0.0,1.0,94,3007389.4304
14007,2014-09-19,120,62.0,15.0,28.0,4.0,2011.0,3.0,18.0,4.0,85,14577120.0
67661,2014-11-21,58,34.0,14.0,22.0,1.0,1985.0,2.0,10.0,3.0,37,8260368.0
66028,2013-08-14,35,19.0,5.0,12.0,5.0,1971.0,1.0,9.0,2.0,128,4938404.32
18696,2014-11-03,70,70.0,10.0,1.0,1.0,2014.0,2.0,1.0,1.0,102,5707315.0064
45073,2012-07-01,32,18.0,8.0,,,,,,,37,4616088.0
53973,2013-10-19,75,44.0,10.0,10.0,1.0,1993.0,3.0,10.0,3.0,48,6883640.0
49475,2013-04-28,77,,7.0,,,,,,,72,5397321.21184
70337,2012-09-02,29,,2.0,,,,,,,87,1527249.72144
46195,2014-11-23,51,30.0,6.0,12.0,5.0,1973.0,2.0,9.0,2.0,18,6073800.0
57260,2014-07-30,38,,2.0,17.0,1.0,,1.0,1.0,1.0,129,3725264.0
36943,2012-11-30,43,19.0,15.0,,,,,,,39,5288255.2
29675,2014-04-06,77,,8.0,17.0,1.0,,3.0,0.0,,124,5342991.47576
47631,2013-06-22,79,,17.0,,,,,,,72,5314996.1168
73961,2012-05-28,53,29.0,4.0,,,,,,,70,404920.0
41821,2012-03-12,169,,19.0,,,,,,,77,16563202.389920002
28478,2012-03-27,72,43.0,10.0,,,,,,,13,6883640.0
38174,2013-12-04,47,,19.0,25.0,1.0,,1.0,0.0,,72,3913584.1936
67344,2013-12-13,36,18.0,14.0,14.0,2.0,1969.0,1.0,8.0,2.0,112,1619680.0
89750,2015-06-23,79,44.0,15.0,17.0,1.0,2013.0,3.0,12.0,2.0,124,7107155.84
10759,2015-03-15,39,20.0,2.0,12.0,1.0,1980.0,1.0,8.0,2.0,126,6073800.0
61044,2014-05-04,52,,16.0,17.0,1.0,1.0,2.0,1.0,,103,4828046.61336
15457,2014-05-28,33,33.0,12.0,25.0,6.0,2013.0,1.0,6.0,1.0,102,2312903.04
33796,2012-06-15,54,32.0,12.0,,,,,,,60,6397736.0
65906,2015-01-27,38,18.0,2.0,17.0,1.0,2005.0,1.0,7.0,2.0,116,5911832.0
58384,2014-11-19,79,79.0,8.0,22.0,1.0,0.0,2.0,0.0,,103,6694572.324080001
79787,2014-04-14,38,19.0,3.0,16.0,1.0,1997.0,1.0,9.0,,38,4049200.0
68405,2015-06-06,32,21.0,7.0,9.0,5.0,1963.0,1.0,5.0,2.0,16,5830848.0
41709,2014-06-02,79,79.0,9.0,18.0,1.0,,3.0,1.0,,48,6678912.448
64709,2013-11-28,144,92.0,4.0,22.0,4.0,1987.0,4.0,12.0,1.0,30,3561676.32
45746,2015-03-09,37,,2.0,0.0,1.0,,1.0,0.0,,134,3679014.0376
33592,2013-12-19,38,18.0,3.0,17.0,1.0,1986.0,1.0,8.0,3.0,127,6235768.0
10515,2013-12-27,63,39.0,5.0,9.0,1.0,1970.0,3.0,8.0,2.0,27,809840.0
47507,2012-06-28,38,23.0,3.0,,,,,,,36,4859040.0
19285,2014-09-19,38,19.0,5.0,16.0,1.0,1982.0,1.0,8.0,3.0,17,5482616.8
93417,2014-12-24,69,,10.0,17.0,1.0,,2.0,1.0,1.0,102,5814230.0832
23783,2014-10-27,74,46.0,6.0,9.0,2.0,1974.0,3.0,9.0,2.0,0,12957440.0
96457,2014-02-01,55,37.0,5.0,5.0,1.0,1964.0,3.0,5.0,2.0,1,6073800.0
34483,2012-02-21,60,44.0,5.0,,,,,,,32,6073800.0
22266,2014-05-01,49,,4.0,17.0,1.0,,1.0,1.0,1.0,103,4912410.88552
65810,2014-05-22,44,30.0,2.0,5.0,5.0,1963.0,2.0,5.0,2.0,119,6559704.0
43948,2014-07-06,55,34.0,4.0,5.0,2.0,1957.0,2.0,6.0,2.0,20,7693480.0
36856,2012-03-03,56,32.0,14.0,,,,,,,0,8098400.0
19145,2012-07-11,54,27.0,4.0,,,,,,,122,6478720.0
75478,2013-01-05,31,,14.0,,,,,,,102,2480823.364
91656,2013-12-05,110,59.0,18.0,28.0,4.0,2007.0,3.0,12.0,,109,4112367.52
75552,2013-11-30,52,52.0,12.0,18.0,1.0,2013.0,1.0,1.0,1.0,103,4691757.02008
18618,2013-12-14,39,18.0,16.0,17.0,1.0,2012.0,1.0,9.0,1.0,102,3423598.6
63773,2014-07-29,40,40.0,19.0,20.0,1.0,2014.0,1.0,6.0,1.0,103,4053664.64792
58523,2014-07-28,57,,19.0,1.0,1.0,,2.0,1.0,1.0,65,7839354.04968
48739,2013-06-23,44,30.0,4.0,,,,,,,52,4616088.0
54270,2015-04-09,40,20.0,11.0,14.0,1.0,1986.0,1.0,8.0,2.0,13,5101992.0
62583,2014-10-04,37,18.0,12.0,14.0,2.0,1968.0,1.0,8.0,2.0,128,1619680.0
43623,2011-12-27,31,21.0,2.0,,,,,,,54,4049200.0
72744,2015-04-29,34,,2.0,10.0,1.0,,2.0,1.0,1.0,96,1547128.05408
33405,2014-09-10,54,30.0,7.0,12.0,1.0,1980.0,2.0,8.0,2.0,5,7693480.0
44740,2013-09-29,34,14.0,15.0,15.0,1.0,1997.0,1.0,10.0,3.0,115,4535104.0
54052,2014-06-12,41,26.0,5.0,5.0,1.0,1964.0,2.0,5.0,2.0,64,4859040.0
48971,2013-11-08,62,,5.0,17.0,1.0,,2.0,1.0,,134,5226700.07144
12560,2012-02-15,29,18.0,5.0,,,,,,,34,4454120.0
38839,2014-01-12,47,30.0,7.0,12.0,1.0,1973.0,2.0,7.0,2.0,19,6316752.0
78421,2013-09-29,38,38.0,10.0,17.0,1.0,2013.0,1.0,1.0,1.0,105,3291746.92992
64096,2014-03-12,52,30.0,6.0,6.0,2.0,1989.0,2.0,8.0,,118,7248068.0
27889,2014-08-26,30,18.0,5.0,5.0,2.0,1965.0,1.0,5.0,3.0,22,4413628.0
73242,2014-10-04,60,,12.0,17.0,1.0,,2.0,1.0,1.0,134,5338465.28
80913,2014-11-07,38,,14.0,25.0,1.0,,1.0,1.0,1.0,129,3902618.96
88629,2013-12-05,52,30.0,2.0,12.0,1.0,1977.0,2.0,8.0,3.0,42,5021008.0
95019,2014-11-25,51,30.0,9.0,17.0,1.0,1997.0,2.0,8.0,3.0,65,6721672.0
30773,2011-10-31,102,64.0,11.0,,,,,,,123,3725264.0
36032,2014-04-18,39,20.0,17.0,22.0,1.0,2004.0,1.0,10.0,3.0,22,6154784.0
99067,2012-06-09,41,20.0,8.0,,,,,,,46,5263960.0
14776,2014-01-18,40,,17.0,17.0,1.0,,1.0,1.0,,94,3019115.9136
29121,2014-11-22,62,,2.0,24.0,1.0,,2.0,0.0,,103,5859236.13136
30901,2011-10-09,73,38.0,15.0,,,,,,,12,6684743.296
86339,2014-10-03,60,,11.0,18.0,1.0,,2.0,1.0,,48,5103085.284
89610,2014-11-01,42,,10.0,17.0,1.0,,1.0,1.0,,19,5636097.676800001
16357,2013-12-31,41,,14.0,25.0,1.0,,1.0,1.0,,94,3200746.8288
32816,2012-10-27,159,159.0,1.0,,,,,,,97,6021132.86544
90971,2012-09-27,53,32.0,1.0,,,,,,,38,5911832.0
36816,2014-12-07,53,30.0,8.0,14.0,1.0,1989.0,2.0,8.0,2.0,48,5101992.0
83309,2015-04-12,85,85.0,18.0,18.0,6.0,2015.0,3.0,1.0,1.0,65,8239976.2288
70373,2012-07-24,57,36.0,8.0,,,,,,,30,4170676.0
48278,2013-10-09,17,13.0,2.0,5.0,2.0,1962.0,1.0,2.0,2.0,12,3036900.0
91769,2014-12-22,30,18.0,2.0,8.0,2.0,1961.0,0.0,6.0,2.0,1,809840.0
36012,2013-06-04,32,18.0,8.0,,,,,,,62,3158376.0
66485,2015-05-16,37,,3.0,1.0,1.0,2015.0,1.0,1.0,1.0,102,2961503.896
75150,2015-03-24,41,20.0,7.0,12.0,1.0,1996.0,1.0,8.0,3.0,60,3239360.0
85997,2014-09-14,54,34.0,5.0,9.0,2.0,1958.0,2.0,9.0,,26,9556112.0
44828,2013-08-22,40,23.0,9.0,14.0,1.0,1969.0,2.0,6.0,,39,6276260.0
15166,2014-08-05,38,19.0,9.0,16.0,5.0,1974.0,1.0,9.0,2.0,11,3887232.0
31667,2012-10-18,32,21.0,5.0,,,,,,,39,4130184.0
46128,2013-11-04,76,52.0,4.0,4.0,2.0,1959.0,3.0,9.0,2.0,40,8503320.0
80177,2014-05-04,76,45.0,17.0,17.0,1.0,1988.0,3.0,10.0,,60,8584304.0
11723,2012-10-30,43,18.0,2.0,,,,,,,105,2825362.50344
49707,2015-04-16,60,35.0,16.0,18.0,1.0,1972.0,2.0,8.0,3.0,77,10123000.0
61848,2014-10-05,1,1.0,7.0,19.0,1.0,2015.0,3.0,1.0,1.0,101,4528453.59392
96289,2013-10-16,40,18.0,7.0,0.0,1.0,0.0,1.0,0.0,3.0,131,3732034.2624
79686,2014-07-14,81,81.0,8.0,10.0,2.0,1955.0,4.0,11.0,2.0,59,12309568.0
26639,2014-01-21,92,,15.0,0.0,1.0,,2.0,0.0,,26,23296319.0488
39307,2012-04-04,56,29.0,10.0,,,,,,,9,6600196.0
83872,2012-10-31,63,,12.0,,,,,,,72,4543931.256
24926,2014-11-15,45,29.0,5.0,9.0,1.0,1969.0,2.0,6.0,3.0,43,1619680.0
92399,2013-12-06,53,32.0,8.0,16.0,1.0,1975.0,2.0,9.0,,133,7936432.0
86144,2012-08-24,38,22.0,3.0,,,,,,,78,5263960.0
21911,2014-12-28,79,35.0,11.0,24.0,2.0,2006.0,2.0,12.0,3.0,17,12876456.0
46303,2014-06-11,67,42.0,3.0,16.0,5.0,1976.0,3.0,7.0,2.0,43,10244476.0
61932,2015-03-20,47,30.0,10.0,12.0,1.0,1974.0,2.0,6.0,3.0,145,6640688.0
73499,2014-01-09,64,41.0,9.0,9.0,2.0,1965.0,3.0,8.0,,29,17006640.0
25328,2014-12-17,45,18.0,16.0,17.0,6.0,2008.0,1.0,10.0,4.0,94,4697072.0
70228,2014-12-25,73,44.0,12.0,16.0,1.0,1980.0,3.0,10.0,3.0,37,12147600.0
88416,2014-03-06,37,22.0,1.0,9.0,1.0,1964.0,2.0,7.0,3.0,64,809840.0
49504,2014-06-19,64,39.0,7.0,12.0,1.0,1984.0,3.0,8.0,3.0,56,7774464.0
54477,2012-04-22,36,19.0,1.0,,,,,,,68,4697072.0
43460,2014-05-28,38,18.0,13.0,16.0,5.0,1976.0,1.0,9.0,2.0,82,5263960.0
32615,2012-01-01,37,18.0,,,,,,,,38,4737564.0
33155,2013-07-02,37,20.0,8.0,,,,,,,78,4859040.0
18550,2013-12-03,47,46.0,1.0,9.0,1.0,1979.0,2.0,6.0,2.0,27,4940024.0
14479,2014-07-21,57,33.0,14.0,14.0,1.0,2000.0,2.0,10.0,3.0,71,1619680.0
33491,2015-01-12,80,52.0,4.0,5.0,2.0,1956.0,3.0,7.0,2.0,84,9961032.0
89536,2014-12-21,38,19.0,2.0,16.0,5.0,1984.0,1.0,9.0,2.0,63,809840.0
91584,2014-05-02,72,44.0,2.0,17.0,1.0,2012.0,3.0,10.0,3.0,86,3561676.32
48316,2014-03-11,72,45.0,5.0,17.0,1.0,1996.0,3.0,9.0,3.0,13,9070208.0
75201,2014-09-25,36,19.0,8.0,12.0,5.0,1968.0,1.0,9.0,3.0,70,5344944.0
16138,2014-01-17,39,,2.0,17.0,1.0,,1.0,1.0,,94,2911428.24944
58609,2014-12-28,63,32.0,6.0,22.0,4.0,2002.0,2.0,11.0,4.0,28,10932840.0
47681,2015-05-05,79,44.0,16.0,17.0,1.0,2002.0,3.0,12.0,3.0,107,14172200.0
72191,2014-11-07,38,18.0,3.0,17.0,1.0,1985.0,1.0,8.0,3.0,63,7774464.0
35954,2015-07-02,53,30.0,11.0,12.0,1.0,1982.0,2.0,8.0,2.0,70,7976924.0
95782,2014-04-28,37,37.0,8.0,17.0,1.0,0.0,1.0,0.0,1.0,103,3664623.1808
97847,2015-05-24,64,39.0,9.0,12.0,1.0,1978.0,3.0,8.0,2.0,70,10203984.0
64176,2012-08-16,74,,13.0,,,,,,,34,10720908.11136
70844,2015-03-01,77,,3.0,1.0,1.0,,3.0,1.0,,48,6849950.656
35754,2012-02-20,55,38.0,2.0,,,,,,,30,809840.0
81262,2015-07-07,41,41.0,10.0,25.0,1.0,1.0,1.0,1.0,1.0,94,4026243.4655199996
25177,2013-06-08,38,,14.0,,,,,,,72,2956476.40928
67367,2014-12-15,45,30.0,5.0,5.0,5.0,1962.0,2.0,5.0,3.0,44,5263960.0
80220,2015-06-04,62,42.0,4.0,12.0,1.0,1980.0,3.0,6.0,3.0,14,9151192.0
79397,2014-09-13,52,51.0,10.0,12.0,1.0,1980.0,2.0,8.0,3.0,126,8665288.0
20674,2014-02-28,112,,20.0,0.0,1.0,,1.0,0.0,,30,19722201.96672
50579,2014-02-27,33,19.0,3.0,3.0,2.0,1962.0,1.0,6.0,,132,2874932.0
15455,2014-05-20,58,30.0,8.0,14.0,1.0,2002.0,2.0,11.0,3.0,21,7612496.0
99820,2014-12-22,59,43.0,4.0,9.0,1.0,1969.0,3.0,6.0,2.0,58,7045608.0
13180,2014-08-15,47,30.0,2.0,12.0,1.0,1976.0,2.0,6.0,,82,6316752.0
14541,2012-07-18,37,36.0,17.0,,,,,,,135,4413628.0
27931,2015-06-07,77,,9.0,12.0,1.0,,3.0,1.0,1.0,102,8292742.16384
12344,2013-11-23,42,27.0,1.0,5.0,1.0,1966.0,2.0,5.0,2.0,15,4616088.0
78208,2013-04-06,44,30.0,1.0,,,,,,,52,4778056.0
48526,2014-05-21,65,39.0,4.0,12.0,1.0,1980.0,3.0,8.0,3.0,56,7126592.0
46112,2014-04-02,45,29.0,8.0,8.0,2.0,1961.0,2.0,7.0,,41,6357244.0
43055,2013-06-11,42,30.0,5.0,,,,,,,0,6073800.0
59334,2015-07-08,39,17.0,12.0,17.0,1.0,2013.0,1.0,8.0,2.0,143,4432254.32
60370,2014-07-14,44,27.0,8.0,9.0,1.0,1971.0,2.0,5.0,3.0,135,4778056.0
76768,2014-09-30,76,46.0,8.0,27.0,6.0,2006.0,3.0,9.0,3.0,30,14050724.0
17601,2013-08-15,66,44.0,9.0,,,,,,,27,6478720.0
33369,2013-05-03,36,34.0,9.0,,,,,,,18,4413628.0
99428,2013-10-06,43,29.0,4.0,5.0,2.0,1969.0,2.0,5.0,3.0,143,5101992.0
69216,2012-05-13,62,44.0,3.0,,,,,,,82,3834592.4
26763,2014-12-22,83,49.0,1.0,17.0,1.0,2002.0,3.0,10.0,3.0,38,7531512.0
41996,2012-03-30,41,26.0,4.0,,,,,,,123,4373136.0
59703,2014-05-19,98,50.0,17.0,17.0,5.0,1997.0,3.0,12.0,3.0,15,6073800.0
81380,2014-10-09,96,71.0,5.0,5.0,2.0,1958.0,4.0,9.0,3.0,107,19841080.0
22374,2014-03-14,74,51.0,4.0,5.0,2.0,1957.0,4.0,8.0,3.0,20,8908240.0
72033,2013-05-01,35,19.0,6.0,,,,,,,75,4656580.0
74664,2015-05-03,74,45.0,4.0,17.0,1.0,1986.0,3.0,10.0,3.0,13,9029716.0
38133,2014-01-10,46,,12.0,25.0,1.0,,1.0,1.0,1.0,72,3846969.99456
21218,2013-09-06,84,,6.0,17.0,1.0,,3.0,1.0,,103,5817050.755919999
24108,2013-11-30,45,,1.0,0.0,1.0,,1.0,0.0,,86,3139019.20432
74625,2014-12-02,54,32.0,7.0,14.0,1.0,2009.0,2.0,9.0,3.0,61,10649396.0
40552,2013-10-11,37,22.0,9.0,9.0,1.0,1967.0,2.0,7.0,2.0,107,5182976.0
33594,2012-07-09,82,,17.0,,,,,,,126,8944177.45984
87101,2014-08-03,43,43.0,7.0,24.0,1.0,,1.0,1.0,,103,4543864.849119999
74577,2013-01-03,34,,12.0,,,,,,,87,1889268.4474400003
79727,2014-01-02,43,23.0,14.0,14.0,1.0,1986.0,2.0,8.0,2.0,53,5182976.0
72218,2014-07-02,34,31.0,14.0,1.0,4.0,2016.0,1.0,1.0,3.0,65,5247984.28632
39546,2012-10-28,38,18.0,7.0,,,,,,,56,4575596.0
87645,2013-12-28,84,50.0,7.0,14.0,1.0,1996.0,3.0,8.0,2.0,60,9313160.0
17608,2013-12-10,67,,22.0,25.0,1.0,2017.0,2.0,0.0,1.0,109,8647179.9776
97332,2014-05-27,55,31.0,3.0,17.0,5.0,2005.0,2.0,8.0,2.0,55,6802656.0
76182,2012-08-20,58,29.0,8.0,,,,,,,38,971808.0
19607,2014-03-15,42,20.0,10.0,14.0,1.0,1984.0,1.0,8.0,1.0,21,809840.0
57611,2013-05-16,44,30.0,1.0,,,,,,,57,5466420.0
35246,2014-11-19,42,26.0,1.0,9.0,1.0,1969.0,2.0,6.0,2.0,118,1619680.0
55421,2013-03-28,37,19.0,4.0,,,,,,,58,5263960.0
28862,2015-05-14,83,,11.0,17.0,1.0,,3.0,1.0,,102,5918028.89568
95480,2014-01-30,30,18.0,2.0,5.0,2.0,1960.0,1.0,5.0,3.0,129,4049200.0
32071,2014-04-22,41,18.0,15.0,24.0,1.0,2006.0,1.0,10.0,3.0,45,2429520.0
31922,2014-08-27,47,29.0,1.0,12.0,1.0,1981.0,2.0,6.0,3.0,56,5587896.0
34983,2014-02-18,64,,6.0,17.0,1.0,,2.0,0.0,,143,5145950.1152
10997,2014-06-29,38,,3.0,17.0,1.0,,1.0,1.0,1.0,134,3757657.6
17480,2013-08-16,48,33.0,2.0,,,,,,,126,6478720.0
28585,2014-12-17,62,,20.0,21.0,1.0,,2.0,1.0,1.0,134,5306071.68
43919,2014-11-01,85,,6.0,22.0,1.0,,3.0,1.0,,103,7664364.63232
96740,2014-08-22,42,28.0,9.0,9.0,2.0,1965.0,2.0,5.0,2.0,21,5182976.0
74169,2014-12-23,134,66.0,5.0,8.0,4.0,2012.0,3.0,19.0,1.0,102,14682399.2
30073,2014-07-19,35,19.0,12.0,12.0,5.0,1965.0,1.0,9.0,3.0,75,4454120.0
96218,2014-06-07,36,21.0,9.0,9.0,5.0,1965.0,2.0,7.0,2.0,128,8098400.0
35549,2014-02-27,34,20.0,9.0,9.0,2.0,1967.0,2.0,6.0,2.0,123,5101992.0
78594,2015-04-27,67,46.0,6.0,16.0,1.0,1978.0,3.0,7.0,3.0,39,1619680.0
90699,2014-10-20,59,28.0,5.0,5.0,2.0,1988.0,2.0,9.0,3.0,20,8503320.0
12948,2014-05-19,42,28.0,1.0,5.0,2.0,1961.0,2.0,5.0,2.0,56,4535104.0
16900,2015-03-14,46,,19.0,1.0,1.0,,1.0,1.0,1.0,54,7595165.424
49727,2015-02-11,76,45.0,6.0,16.0,1.0,2001.0,3.0,10.0,4.0,60,10365952.0
93556,2014-03-23,40,38.0,8.0,10.0,1.0,1999.0,1.0,8.0,3.0,38,4535104.0
45902,2013-09-25,43,27.0,1.0,4.0,1.0,1979.0,2.0,6.0,,101,3239360.0
12707,2014-04-14,52,50.0,9.0,17.0,1.0,2013.0,2.0,10.0,1.0,87,3005936.57744
73238,2013-12-28,33,19.0,3.0,9.0,1.0,1971.0,1.0,6.0,2.0,68,4494612.0
49655,2015-01-05,78,52.0,8.0,10.0,2.0,1957.0,3.0,8.0,3.0,22,19841080.0
64652,2014-02-28,52,29.0,11.0,14.0,1.0,1991.0,2.0,8.0,2.0,48,809840.0
31067,2011-12-25,41,18.0,4.0,,,,,,,28,4413628.0
41057,2013-04-19,38,20.0,2.0,,,,,,,33,4028954.0
41275,2013-04-10,44,28.0,3.0,,,,,,,118,5021008.0
