id,population,indust_part,preschool_facilities,school_facilities,hospital_beds_raion,healthcare_facilities,university_num,sport_objects_facilities,additional_education_facilities,culture_objects_facilities,shopping_centers_facilities,office_num,green_part,prom_part,cafe_count,church_facilities,mosque,leisure_facilities
73081,83369,0.428825818,5,5,730.0,0,0,4,5,0,2,8,3.03,46.72,0,0,0,1
62246,90114,0.0,6,6,30.0,2,0,6,1,0,8,0,23.23,0.0,0,1,0,0
97321,4001,0.007122317,0,0,,0,0,0,0,0,1,0,15.29,2.83,1,0,0,0
89487,9553,0.072157581,0,0,,0,0,1,0,0,0,1,0.0,7.57,1,1,0,0
34932,21819,0.075778755,0,0,,0,0,3,3,0,2,3,21.17,14.29,0,0,0,0
96553,113897,0.371148999,5,5,750.0,2,0,4,3,0,5,1,8.93,0.0,0,0,0,1
14710,78810,0.43788524,3,3,1084.0,0,0,3,2,0,5,3,4.6,22.57,4,0,0,0
43238,2546,0.034656082000000005,0,0,,0,0,0,0,0,0,0,91.71,0.0,0,0,0,0
54312,83844,0.0,5,7,46.0,1,0,6,4,0,1,4,10.84,0.0,4,0,0,0
82945,77878,0.195781053,4,8,,3,0,2,2,0,2,6,10.22,70.53,1,0,0,0
24705,86206,0.122190486,3,3,1308.0,1,0,6,2,0,3,2,17.3,21.34,0,0,0,0
19294,57107,0.174739084,4,6,100.0,0,0,5,10,0,3,9,2.42,5.58,11,0,0,0
14018,101982,0.333891544,6,6,,0,0,7,3,0,0,1,2.73,4.77,1,0,0,0
98968,61039,0.0,5,5,620.0,1,1,9,5,0,2,5,8.04,0.0,4,0,0,0
78067,113897,0.371148999,5,5,750.0,2,0,4,3,0,5,1,6.65,24.86,0,0,0,0
59187,143661,0.127375905,6,7,,3,0,3,4,0,9,3,0.0,0.0,1,0,0,0
79301,247469,0.090799103,13,14,,5,0,16,16,0,15,2,2.64,0.0,7,0,0,0
63075,157010,0.194489265,6,7,125.0,3,0,5,3,0,5,3,4.74,0.0,1,0,0,0
68908,139322,0.225824954,7,7,1548.0,3,0,13,0,0,2,7,0.0,0.0,4,0,0,0
47186,32241,0.211401214,0,0,,0,0,0,3,0,1,0,0.0,0.0,0,0,0,0
59272,32241,0.211401214,0,0,,0,0,0,3,0,1,0,12.87,0.0,0,0,0,0
14558,4001,0.007122317,0,0,,0,0,0,0,0,1,0,38.39,2.83,0,0,0,0
89367,4001,0.007122317,0,0,,0,0,0,0,0,1,0,24.52,2.83,1,0,0,0
98105,87713,0.458174486,4,4,1130.0,1,0,6,2,0,5,1,27.42,24.03,1,0,0,0
35498,85219,0.161531741,6,6,30.0,2,0,4,1,0,4,1,13.66,6.27,0,1,0,0
59362,123000,0.0,5,5,2672.0,0,2,4,2,0,2,2,5.69,0.0,8,1,0,0
18135,118843,0.309479124,2,3,990.0,0,0,7,3,0,6,4,3.27,0.0,0,0,0,0
11287,86206,0.122190486,3,3,1308.0,1,0,6,2,0,3,2,4.72,0.0,2,0,0,0
78087,19940,0.243204519,5,5,540.0,0,0,0,4,0,0,0,0.0,0.0,0,0,0,0
21343,38075,0.31019913,3,4,,0,0,0,0,0,0,1,8.11,15.69,0,0,0,0
30675,89467,0.23861713,5,5,705.0,3,0,18,1,0,6,6,7.96,14.01,0,1,0,0
64968,247469,0.090799103,13,14,,5,0,16,16,0,15,2,25.51,0.0,1,0,0,0
93942,175518,0.300322518,4,4,,1,0,10,3,0,9,6,10.56,11.74,9,1,0,0
61361,80791,0.050755569,4,4,145.0,0,0,10,2,0,1,1,0.0,0.0,2,0,0,0
90647,4001,0.007122317,0,0,,0,0,0,0,0,1,0,33.39,0.0,0,0,0,0
85302,101982,0.333891544,6,6,,0,0,7,3,0,0,1,0.0,17.66,4,0,0,0
73611,247469,0.090799103,13,14,,5,0,16,16,0,15,2,15.62,0.0,0,0,0,0
41643,122873,0.175054867,4,4,,1,0,6,0,0,0,3,0.5,0.0,6,1,0,0
58221,19940,0.243204519,5,5,540.0,0,0,0,4,0,0,0,0.0,0.0,0,0,0,0
49376,19940,0.243204519,5,5,540.0,0,0,0,4,0,0,0,0.0,0.0,0,0,0,0
35624,155427,0.041124634,8,9,,1,0,6,2,0,10,5,36.38,0.0,1,0,0,0
58264,4001,0.007122317,0,0,,0,0,0,0,0,1,0,15.29,2.83,1,0,0,0
19301,75377,7.81528e-05,4,4,1046.0,3,2,29,16,10,23,141,12.24,0.0,71,15,0,0
52441,155427,0.041124634,8,9,,1,0,6,2,0,10,5,37.58,0.0,1,0,0,0
23845,55590,1.8e-09,4,4,1815.0,2,3,13,1,0,5,73,0.8,0.0,39,4,1,0
92191,7122,0.017647053,0,0,,0,0,0,2,0,0,0,9.88,0.0,0,0,0,0
17494,87713,0.458174486,4,4,1130.0,1,0,6,2,0,5,1,0.0,30.66,0,0,0,0
60176,123280,0.042031587,7,9,1940.0,2,1,29,2,3,5,84,0.98,26.54,2,0,0,0
53856,19940,0.243204519,5,5,540.0,0,0,0,4,0,0,0,0.0,0.0,0,0,0,0
43263,72131,0.158249043,4,5,,1,0,4,2,0,0,0,18.8,0.0,1,0,0,0
98624,78810,0.43788524,3,3,1084.0,0,0,3,2,0,5,3,15.31,0.26,1,0,0,0
78397,7122,0.017647053,0,0,,0,0,0,2,0,0,0,1.48,0.0,0,0,0,0
96016,76284,0.313924552,4,6,3855.0,2,0,10,3,0,10,11,7.27,28.69,0,1,0,0
98380,157010,0.194489265,6,7,125.0,3,0,5,3,0,5,3,0.0,0.0,0,1,0,0
95855,132349,0.130617806,6,6,900.0,1,0,12,2,0,9,9,0.76,0.0,2,0,0,0
64248,175518,0.300322518,4,4,,1,0,10,3,0,9,6,1.55,22.44,3,0,0,0
54472,90114,0.0,6,6,30.0,2,0,6,1,0,8,0,42.77,0.0,1,0,0,0
59268,67710,0.081943463,5,7,,1,0,10,0,0,4,20,9.18,0.0,34,1,0,0
29822,85219,0.161531741,6,6,30.0,2,0,4,1,0,4,1,0.0,18.79,0,0,0,0
61971,19940,0.243204519,5,5,540.0,0,0,0,4,0,0,0,0.0,0.0,0,0,0,0
97314,104410,0.069660344,7,9,,1,0,8,4,0,2,4,9.14,0.0,1,0,0,0
15425,156377,0.0,5,5,1145.0,3,0,1,2,0,5,0,12.64,0.0,3,0,0,0
24250,19940,0.243204519,5,5,540.0,0,0,0,4,0,0,0,42.63,5.76,0,0,0,0
87240,21819,0.075778755,0,0,,0,0,3,3,0,2,3,21.17,14.29,0,0,0,0
95340,7122,0.017647053,0,0,,0,0,0,2,0,0,0,9.88,0.0,0,0,0,0
59493,32241,0.211401214,0,0,,0,0,0,3,0,1,0,19.92,0.0,0,0,0,0
32848,130229,0.0,4,5,810.0,0,0,5,1,0,5,0,12.24,0.0,0,1,0,0
82757,81980,0.232205084,4,4,80.0,0,0,4,2,0,3,1,23.39,0.0,2,0,0,0
14767,103746,0.041365446,5,5,,1,0,1,0,0,4,0,8.34,4.79,0,1,0,0
96558,19940,0.243204519,5,5,540.0,0,0,0,4,0,0,0,42.63,5.76,0,0,0,0
43059,7122,0.017647053,0,0,,0,0,0,2,0,0,0,9.88,0.0,0,0,0,0
83262,13890,0.011654127,0,0,,0,0,0,1,0,0,0,0.0,0.0,1,0,0,0
24974,247469,0.090799103,13,14,,5,0,16,16,0,15,2,18.42,0.0,8,2,0,0
38840,53786,0.150817539,2,4,2643.0,4,0,10,2,0,5,4,5.77,1.46,2,0,0,0
83614,21819,0.075778755,0,0,,0,0,3,3,0,2,3,21.17,14.29,0,0,0,0
64283,83502,0.040242764,2,3,2729.0,3,0,9,3,0,1,11,12.1,0.0,1,2,0,0
67086,123280,0.042031587,7,9,1940.0,2,1,29,2,3,5,84,13.59,0.1,34,2,0,1
55464,175518,0.300322518,4,4,,1,0,10,3,0,9,6,0.0,0.0,2,0,0,0
76909,123280,0.042031587,7,9,1940.0,2,1,29,2,3,5,84,8.05,0.0,10,0,0,0
10620,178473,0.069753361,9,10,,1,0,17,6,0,11,4,0.0,0.0,7,0,0,0
91880,9553,0.072157581,0,0,,0,0,1,0,0,0,1,27.33,1.6,0,1,0,0
93100,32241,0.211401214,0,0,,0,0,0,3,0,1,0,21.1,0.0,0,0,0,0
17735,19940,0.243204519,5,5,540.0,0,0,0,4,0,0,0,42.63,5.76,0,0,0,0
93148,7538,0.014072961,0,0,,0,0,0,0,0,0,0,13.89,3.23,0,0,0,0
68630,9553,0.072157581,0,0,,0,0,1,0,0,0,1,11.01,0.0,0,1,0,0
38688,4001,0.007122317,0,0,,0,0,0,0,0,1,0,3.33,3.7,2,0,0,0
68400,73007,0.050272014,3,6,1020.0,0,1,4,3,0,3,14,0.0,8.24,3,0,0,0
23278,4001,0.007122317,0,0,,0,0,0,0,0,1,0,15.29,2.83,1,0,0,0
71137,19940,0.243204519,5,5,540.0,0,0,0,4,0,0,0,0.0,0.0,0,0,0,0
95206,9553,0.072157581,0,0,,0,0,1,0,0,0,1,17.94,1.51,0,0,0,0
29033,7122,0.017647053,0,0,,0,0,0,2,0,0,0,35.51,8.72,1,2,0,0
55588,73148,0.092290642,5,5,165.0,1,0,3,2,0,2,2,1.38,0.0,3,0,0,0
43658,87713,0.458174486,4,4,1130.0,1,0,6,2,0,5,1,15.84,2.56,1,0,0,0
68141,130396,0.002211665,5,6,,1,0,3,2,0,5,3,16.4,0.0,0,0,0,0
21507,9553,0.072157581,0,0,,0,0,1,0,0,0,1,27.33,1.6,0,1,0,0
45812,9553,0.072157581,0,0,,0,0,1,0,0,0,1,0.0,7.81,1,1,0,0
68639,32241,0.211401214,0,0,,0,0,0,3,0,1,0,9.26,7.02,0,0,0,0
91458,32241,0.211401214,0,0,,0,0,0,3,0,1,0,0.0,10.99,1,0,0,0
89600,77878,0.195781053,4,8,,3,0,2,2,0,2,6,2.05,11.95,7,0,0,1
39784,178264,0.041116354,11,13,,1,0,13,4,0,4,4,3.06,0.0,7,0,0,0
11914,115352,0.049637257,5,8,229.0,1,0,6,1,1,3,0,0.0,35.58,0,0,0,0
61718,166803,0.111627393,4,5,1970.0,2,0,18,4,0,3,8,10.81,0.0,4,0,0,0
46344,75377,7.81528e-05,4,4,1046.0,3,2,29,16,10,23,141,12.24,0.0,71,15,0,0
85346,165727,0.13321533300000002,10,13,1406.0,3,0,13,1,0,4,3,1.16,0.0,0,0,0,0
19902,61039,0.0,5,5,620.0,1,1,9,5,0,2,5,1.97,0.0,2,0,0,0
39144,178473,0.069753361,9,10,,1,0,17,6,0,11,4,0.0,0.0,7,0,0,0
86896,175518,0.300322518,4,4,,1,0,10,3,0,9,6,4.44,0.0,9,1,0,0
73568,78418,0.200146802,3,3,770.0,2,0,9,2,0,0,8,24.89,0.0,10,1,0,0
82954,4001,0.007122317,0,0,,0,0,0,0,0,1,0,38.39,2.83,0,0,0,0
36771,130396,0.002211665,5,6,,1,0,3,2,0,5,3,45.0,0.0,0,0,0,0
22919,78810,0.43788524,3,3,1084.0,0,0,3,2,0,5,3,0.0,23.62,0,0,0,0
76990,72131,0.158249043,4,5,,1,0,4,2,0,0,0,0.0,0.0,2,0,0,0
42341,85956,0.319809354,4,4,2857.0,5,1,14,4,0,8,16,0.11,35.08,2,0,0,0
53975,122862,0.00016967599999999998,7,8,,1,0,5,0,0,1,0,12.24,0.0,1,0,0,0
68633,102828,0.006076152,4,6,645.0,6,0,16,3,0,6,0,38.66,0.0,0,1,0,1
87742,113897,0.371148999,5,5,750.0,2,0,4,3,0,5,1,8.93,0.0,0,0,0,1
34674,85956,0.319809354,4,4,2857.0,5,1,14,4,0,8,16,3.28,2.59,21,1,0,0
63565,4001,0.007122317,0,0,,0,0,0,0,0,1,0,27.75,2.83,0,0,0,0
25634,112221,0.282797669,5,5,,0,0,5,3,0,6,2,2.86,0.0,7,0,0,0
67452,96959,0.122090347,4,6,1894.0,4,0,7,6,0,0,7,0.0,26.15,0,0,0,0
41299,37502,0.210473241,1,2,1994.0,3,1,8,5,0,0,2,10.91,5.52,2,1,0,2
79435,9553,0.072157581,0,0,,0,0,1,0,0,0,1,27.33,1.6,0,1,0,0
79438,142243,0.000995363,8,8,,1,0,7,8,0,5,1,0.0,32.22,1,2,0,0
82258,73148,0.092290642,5,5,165.0,1,0,3,2,0,2,2,0.0,0.0,2,0,0,0
24585,156377,0.0,5,5,1145.0,3,0,1,2,0,5,0,3.22,0.0,1,0,0,0
11891,53786,0.150817539,2,4,2643.0,4,0,10,2,0,5,4,0.4,28.04,5,0,0,0
35137,125354,0.265088676,4,5,1937.0,3,0,6,4,0,2,0,6.6,0.0,0,0,0,0
69690,9553,0.072157581,0,0,,0,0,1,0,0,0,1,0.01,11.48,0,0,0,0
53880,53786,0.150817539,2,4,2643.0,4,0,10,2,0,5,4,0.0,8.99,3,0,0,0
57836,55125,0.298204575,2,3,,1,0,2,0,0,3,3,0.57,5.13,5,0,0,0
58877,43795,0.486245621,2,3,,0,0,7,0,0,6,19,0.0,0.0,0,0,0,0
84318,7122,0.017647053,0,0,,0,0,0,2,0,0,0,1.48,0.0,0,0,0,0
30387,85956,0.319809354,4,4,2857.0,5,1,14,4,0,8,16,14.16,13.52,26,1,0,0
37246,123280,0.042031587,7,9,1940.0,2,1,29,2,3,5,84,0.0,12.3,1,0,0,0
31584,53786,0.150817539,2,4,2643.0,4,0,10,2,0,5,4,0.0,1.68,2,0,0,0
51868,142243,0.000995363,8,8,,1,0,7,8,0,5,1,0.0,0.0,5,0,0,0
92708,104410,0.069660344,7,9,,1,0,8,4,0,2,4,31.5,14.12,1,1,0,0
91718,104410,0.069660344,7,9,,1,0,8,4,0,2,4,31.5,14.12,1,1,0,0
78517,7122,0.017647053,0,0,,0,0,0,2,0,0,0,9.88,0.0,0,0,0,0
98966,178264,0.041116354,11,13,,1,0,13,4,0,4,4,8.3,0.0,7,0,0,0
52003,19940,0.243204519,5,5,540.0,0,0,0,4,0,0,0,42.63,5.76,0,0,0,0
57754,78616,0.093442564,6,8,3300.0,2,1,11,1,0,4,5,0.0,0.0,2,1,1,0
94633,113897,0.371148999,5,5,750.0,2,0,4,3,0,5,1,0.49,8.56,0,0,0,0
73353,166803,0.111627393,4,5,1970.0,2,0,18,4,0,3,8,13.54,0.0,3,1,0,0
43795,104410,0.069660344,7,9,,1,0,8,4,0,2,4,13.04,4.88,0,1,0,0
80290,85956,0.319809354,4,4,2857.0,5,1,14,4,0,8,16,0.0,2.0,0,0,0,0
70897,85083,0.034331497,6,7,,0,0,5,3,0,4,3,12.71,3.27,0,1,0,0
73441,101708,0.118537385,4,7,1183.0,1,0,5,1,0,0,1,1.8,33.11,2,0,0,0
93210,142462,0.035145267,7,8,2620.0,0,0,5,2,0,3,3,0.0,0.0,1,0,0,0
18691,2546,0.034656082000000005,0,0,,0,0,0,0,0,0,0,100.0,0.0,0,0,0,0
82530,90114,0.0,6,6,30.0,2,0,6,1,0,8,0,20.97,0.0,3,1,0,0
84198,143661,0.127375905,6,7,,3,0,3,4,0,9,3,2.85,23.85,1,0,0,0
16461,108171,0.037316452,7,9,562.0,4,2,25,2,0,10,93,0.0,0.0,1,1,0,0
12942,155572,6.99893e-05,5,5,240.0,1,0,7,3,0,16,1,9.26,0.0,3,1,0,0
47210,4001,0.007122317,0,0,,0,0,0,0,0,1,0,3.33,3.7,2,0,0,0
14289,78616,0.093442564,6,8,3300.0,2,1,11,1,0,4,5,7.12,47.35,8,1,0,0
28318,94564,0.219006007,4,4,,1,0,3,2,0,4,3,0.0,0.0,2,0,0,0
68863,60315,0.17891679600000002,1,2,192.0,1,0,4,6,0,5,4,13.07,1.25,5,0,0,0
95071,122862,0.00016967599999999998,7,8,,1,0,5,0,0,1,0,13.42,0.0,0,0,0,0
47200,106445,0.151346216,6,6,830.0,4,0,7,0,0,1,10,3.22,0.0,12,1,0,0
28142,64317,0.014423114,1,1,,0,0,2,1,0,3,4,10.95,0.0,0,0,0,0
83419,4001,0.007122317,0,0,,0,0,0,0,0,1,0,31.13,2.83,1,0,0,0
97232,73007,0.050272014,3,6,1020.0,0,1,4,3,0,3,14,18.95,8.09,1,0,0,0
48027,94236,0.127811589,4,6,320.0,1,1,13,3,0,3,5,0.0,0.0,1,0,0,0
19830,75377,7.81528e-05,4,4,1046.0,3,2,29,16,10,23,141,12.24,0.0,71,15,0,0
77046,75377,7.81528e-05,4,4,1046.0,3,2,29,16,10,23,141,12.24,0.0,71,15,0,0
83802,174831,0.037177818,7,7,2300.0,1,0,7,7,0,7,1,20.75,46.19,6,0,0,0
29580,178473,0.069753361,9,10,,1,0,17,6,0,11,4,24.91,0.0,1,1,0,0
63143,129207,0.0077202819999999985,6,6,,0,0,4,2,0,4,2,4.66,7.34,10,0,0,0
86663,115352,0.049637257,5,8,229.0,1,0,6,1,1,3,0,4.69,0.0,2,0,0,0
47670,157010,0.194489265,6,7,125.0,3,0,5,3,0,5,3,0.0,0.0,2,0,0,0
90848,4001,0.007122317,0,0,,0,0,0,0,0,1,0,3.33,3.7,2,0,0,0
44490,9553,0.072157581,0,0,,0,0,1,0,0,0,1,27.33,1.6,0,1,0,0
86557,166803,0.111627393,4,5,1970.0,2,0,18,4,0,3,8,22.46,0.0,1,0,0,0
71739,145088,0.050900058,6,6,30.0,2,0,8,3,0,3,1,4.13,0.0,3,0,0,0
59888,7122,0.017647053,0,0,,0,0,0,2,0,0,0,1.48,0.0,0,0,0,0
19890,145088,0.050900058,6,6,30.0,2,0,8,3,0,3,1,1.92,0.0,3,0,0,0
40713,139322,0.225824954,7,7,1548.0,3,0,13,0,0,2,7,1.34,33.71,1,0,0,0
55790,111374,0.0,5,7,,2,0,6,0,0,5,1,13.31,0.0,1,0,0,0
59861,78418,0.200146802,3,3,770.0,2,0,9,2,0,0,8,2.55,30.72,2,0,0,0
28272,118945,0.012338886,6,7,2078.0,2,0,7,0,0,4,1,7.48,0.0,1,0,0,0
40509,102590,0.0,6,6,,0,0,3,1,0,5,0,43.58,0.0,0,1,0,0
41095,19940,0.243204519,5,5,540.0,0,0,0,4,0,0,0,15.54,0.0,0,1,0,0
12365,155572,6.99893e-05,5,5,240.0,1,0,7,3,0,16,1,4.41,0.0,3,0,0,0
67451,111023,0.025609157,7,7,240.0,3,0,6,4,0,1,0,4.77,0.0,2,0,0,0
87106,178473,0.069753361,9,10,,1,0,17,6,0,11,4,0.0,0.0,7,0,0,0
18986,83502,0.040242764,2,3,2729.0,3,0,9,3,0,1,11,5.6,0.0,1,0,0,0
62370,175518,0.300322518,4,4,,1,0,10,3,0,9,6,0.0,40.38,0,0,0,0
13139,178264,0.041116354,11,13,,1,0,13,4,0,4,4,1.02,0.0,1,0,0,0
88906,85721,0.521867054,4,4,,0,0,2,0,0,0,0,14.1,0.22,2,0,0,0
83294,37502,0.210473241,1,2,1994.0,3,1,8,5,0,0,2,31.88,0.0,1,1,0,1
65663,85083,0.034331497,6,7,,0,0,5,3,0,4,3,0.53,6.13,0,0,0,0
11797,56535,0.236108458,4,4,,3,0,14,5,0,10,27,29.5,0.0,3,0,0,0
99131,41504,0.327018035,3,5,2500.0,1,0,15,0,0,0,23,0.0,45.91,15,0,0,0
98517,142462,0.035145267,7,8,2620.0,0,0,5,2,0,3,3,5.95,0.0,2,0,0,0
93413,102726,0.0,5,8,4702.0,5,1,23,2,2,5,87,16.27,0.0,5,0,0,0
73082,73007,0.050272014,3,6,1020.0,0,1,4,3,0,3,14,2.65,15.79,8,1,0,0
36228,123000,0.0,5,5,2672.0,0,2,4,2,0,2,2,5.03,0.0,2,2,0,0
29806,96959,0.122090347,4,6,1894.0,4,0,7,6,0,0,7,3.05,0.0,3,0,0,0
23984,19940,0.243204519,5,5,540.0,0,0,0,4,0,0,0,42.63,5.76,0,0,0,0
41200,219609,0.033493708,10,11,1322.0,3,0,11,11,0,8,1,1.12,0.0,1,0,0,0
99255,130396,0.002211665,5,6,,1,0,3,2,0,5,3,22.86,0.0,1,0,0,0
32522,90114,0.0,6,6,30.0,2,0,6,1,0,8,0,16.23,0.0,1,0,0,0
46030,4001,0.007122317,0,0,,0,0,0,0,0,1,0,31.13,2.83,1,0,0,0
27840,21819,0.075778755,0,0,,0,0,3,3,0,2,3,21.17,14.29,0,0,0,0
88010,102726,0.0,5,8,4702.0,5,1,23,2,2,5,87,15.76,0.0,18,1,0,0
11383,9553,0.072157581,0,0,,0,0,1,0,0,0,1,0.0,14.0,0,1,0,0
78147,4001,0.007122317,0,0,,0,0,0,0,0,1,0,15.29,2.83,1,0,0,0
98064,153248,0.135649789,5,5,350.0,3,0,11,3,0,11,6,3.09,0.0,11,1,0,1
28690,145088,0.050900058,6,6,30.0,2,0,8,3,0,3,1,42.87,0.0,0,0,0,0
80414,72131,0.158249043,4,5,,1,0,4,2,0,0,0,0.0,6.61,2,0,0,0
34617,19940,0.243204519,5,5,540.0,0,0,0,4,0,0,0,42.63,5.76,0,0,0,0
99573,57999,0.015016892,3,3,2890.0,0,1,14,4,0,8,59,1.05,0.0,27,3,0,0
99880,118843,0.309479124,2,3,990.0,0,0,7,3,0,6,4,2.12,0.0,0,0,0,0
37508,142462,0.035145267,7,8,2620.0,0,0,5,2,0,3,3,33.15,0.0,0,1,0,0
64442,76284,0.313924552,4,6,3855.0,2,0,10,3,0,10,11,1.73,19.61,1,0,0,0
72371,77878,0.195781053,4,8,,3,0,2,2,0,2,6,11.32,0.0,9,1,0,0
66343,75377,7.81528e-05,4,4,1046.0,3,2,29,16,10,23,141,4.19,0.7,12,3,0,0
48771,142462,0.035145267,7,8,2620.0,0,0,5,2,0,3,3,0.0,11.33,4,1,0,0
98368,56535,0.236108458,4,4,,3,0,14,5,0,10,27,2.67,0.0,7,0,0,0
54475,32241,0.211401214,0,0,,0,0,0,3,0,1,0,21.1,0.0,0,0,0,0
30509,2546,0.034656082000000005,0,0,,0,0,0,0,0,0,0,10.98,4.36,0,0,0,0
66872,175518,0.300322518,4,4,,1,0,10,3,0,9,6,3.43,23.71,3,0,0,0
68177,71715,0.21843974,2,2,1450.0,4,0,4,1,0,7,6,5.18,13.46,1,1,0,0
64271,19940,0.243204519,5,5,540.0,0,0,0,4,0,0,0,10.23,0.0,0,1,0,0
52246,89971,0.306977489,4,4,1575.0,5,1,12,1,0,7,14,5.25,16.17,12,0,0,0
63827,139322,0.225824954,7,7,1548.0,3,0,13,0,0,2,7,0.0,28.54,2,0,0,1
20904,143661,0.127375905,6,7,,3,0,3,4,0,9,3,0.0,0.0,1,0,0,0
32872,122873,0.175054867,4,4,,1,0,6,0,0,0,3,20.81,11.86,3,0,0,0
66281,247469,0.090799103,13,14,,5,0,16,16,0,15,2,2.7,0.0,11,2,0,0
24385,145088,0.050900058,6,6,30.0,2,0,8,3,0,3,1,0.0,0.0,2,0,0,0
78327,91100,0.341071945,5,9,2300.0,3,0,12,5,0,11,48,7.2,23.83,3,0,0,1
40679,75377,7.81528e-05,4,4,1046.0,3,2,29,16,10,23,141,12.24,0.0,71,15,0,0
90167,83844,0.0,5,7,46.0,1,0,6,4,0,1,4,46.93,0.85,2,1,0,0
79391,4001,0.007122317,0,0,,0,0,0,0,0,1,0,33.39,0.0,0,0,0,0
93109,32241,0.211401214,0,0,,0,0,0,3,0,1,0,0.46,25.8,0,1,0,0
18646,101708,0.118537385,4,7,1183.0,1,0,5,1,0,0,1,1.97,5.0,1,0,0,0
93156,111374,0.0,5,7,,2,0,6,0,0,5,1,15.73,0.0,0,0,0,0
15891,19940,0.243204519,5,5,540.0,0,0,0,4,0,0,0,42.63,5.76,0,0,0,0
90004,9553,0.072157581,0,0,,0,0,1,0,0,0,1,0.95,0.22,0,0,0,0
56752,32071,0.14890389099999998,3,3,1430.0,3,0,3,0,0,2,1,23.29,0.0,0,0,0,0
49572,105663,0.161975568,4,5,4508.0,3,0,11,5,0,7,5,4.53,0.0,18,0,0,0
60005,145088,0.050900058,6,6,30.0,2,0,8,3,0,3,1,0.0,8.86,1,0,0,0
23264,165727,0.13321533300000002,10,13,1406.0,3,0,13,1,0,4,3,11.66,0.0,2,1,0,0
52254,19940,0.243204519,5,5,540.0,0,0,0,4,0,0,0,42.63,5.76,0,0,0,0
55701,21155,0.0,4,4,920.0,0,0,7,1,0,4,0,14.72,0.0,4,1,0,0
42992,21819,0.075778755,0,0,,0,0,3,3,0,2,3,52.77,0.0,0,0,0,0
88602,65972,0.212515361,1,1,628.0,3,0,7,4,0,7,16,21.56,5.68,13,4,0,0
59225,19940,0.243204519,5,5,540.0,0,0,0,4,0,0,0,42.63,5.76,0,0,0,0
64633,178264,0.041116354,11,13,,1,0,13,4,0,4,4,5.67,0.0,1,0,0,0
72520,13890,0.011654127,0,0,,0,0,0,1,0,0,0,0.0,0.0,1,0,0,0
16711,37807,0.136244425,3,3,,0,0,0,0,0,1,0,32.85,0.0,0,0,0,0
97034,78616,0.093442564,6,8,3300.0,2,1,11,1,0,4,5,5.1,1.67,2,1,1,0
13739,111874,0.089039719,5,5,,0,0,10,3,0,11,5,5.61,0.0,12,0,0,0
62537,104434,0.188783766,3,4,,0,0,10,1,0,1,4,0.0,15.28,3,0,0,0
52857,19940,0.243204519,5,5,540.0,0,0,0,4,0,0,0,0.0,6.49,0,0,0,0
12420,85083,0.034331497,6,7,,0,0,5,3,0,4,3,7.45,6.81,1,0,0,0
21272,2546,0.034656082000000005,0,0,,0,0,0,0,0,0,0,16.86,2.72,0,0,0,0
33907,118945,0.012338886,6,7,2078.0,2,0,7,0,0,4,1,0.0,0.0,1,0,0,0
24493,178473,0.069753361,9,10,,1,0,17,6,0,11,4,12.52,0.29,0,1,0,0
59548,113897,0.371148999,5,5,750.0,2,0,4,3,0,5,1,6.65,24.86,0,0,0,0
25270,155572,6.99893e-05,5,5,240.0,1,0,7,3,0,16,1,14.93,0.0,2,0,0,0
78770,67710,0.081943463,5,7,,1,0,10,0,0,4,20,6.57,48.47,5,0,0,1
55308,7122,0.017647053,0,0,,0,0,0,2,0,0,0,78.49,3.41,0,0,0,0
67577,32241,0.211401214,0,0,,0,0,0,3,0,1,0,0.46,25.8,0,1,0,0
65966,247469,0.090799103,13,14,,5,0,16,16,0,15,2,14.17,0.0,7,2,0,0
32813,78810,0.43788524,3,3,1084.0,0,0,3,2,0,5,3,0.0,17.13,0,0,0,0
80851,116742,0.007658515,5,10,2301.0,3,1,24,1,1,19,56,7.42,0.0,16,3,0,0
12726,132349,0.130617806,6,6,900.0,1,0,12,2,0,9,9,7.28,0.0,1,1,0,0
31155,13890,0.011654127,0,0,,0,0,0,1,0,0,0,0.0,0.0,1,0,0,0
15564,142462,0.035145267,7,8,2620.0,0,0,5,2,0,3,3,32.33,0.0,2,0,0,0
91192,166803,0.111627393,4,5,1970.0,2,0,18,4,0,3,8,20.62,0.0,2,0,0,0
97929,9553,0.072157581,0,0,,0,0,1,0,0,0,1,27.33,1.6,0,1,0,0
84854,7122,0.017647053,0,0,,0,0,0,2,0,0,0,9.88,0.0,0,0,0,0
93856,132349,0.130617806,6,6,900.0,1,0,12,2,0,9,9,16.06,0.0,0,1,0,0
81991,101708,0.118537385,4,7,1183.0,1,0,5,1,0,0,1,0.0,0.0,2,1,0,0
65078,77878,0.195781053,4,8,,3,0,2,2,0,2,6,2.29,0.0,2,1,0,2
10454,139322,0.225824954,7,7,1548.0,3,0,13,0,0,2,7,0.0,0.0,3,0,0,0
79279,94236,0.127811589,4,6,320.0,1,1,13,3,0,3,5,0.0,46.38,2,0,0,0
82157,2546,0.034656082000000005,0,0,,0,0,0,0,0,0,0,100.0,0.0,0,0,0,0
99813,19940,0.243204519,5,5,540.0,0,0,0,4,0,0,0,42.63,5.76,0,0,0,0
16139,9553,0.072157581,0,0,,0,0,1,0,0,0,1,0.0,14.0,0,1,0,0
24192,83502,0.040242764,2,3,2729.0,3,0,9,3,0,1,11,4.32,0.0,1,1,0,0
